Date,Open,High,Low,Close,Volume
2021-10-20,41.8933,42.44,41.02,41.83,4057555
2021-10-21,41.93,43.36,41.21,41.28,5377739
2021-10-22,41.125,41.13,39.59,39.59,5916837
2021-10-25,39.76,39.87,38.15,39.01,8081732
2021-10-26,39.61,40.25,39,39.57,13250919
2021-10-27,35.98,36.19,34.44,35.44,29082790
2021-10-28,35.21,35.52,33.99,35.47,17441533
2021-10-29,35.65,35.85,34.8,34.97,10687377
2021-11-01,35.2,35.215,34.42,34.85,7946006
2021-11-02,34.72,34.99,34.34,34.99,5547732
2021-11-03,34.94,37.5,34.6752,37.04,15342781
2021-11-04,37.03,37.95,36.5,37.07,6474368
2021-11-05,37,37.41,36.65,37.01,4744776
2021-11-08,37.06,38.17,36.52,37.98,7149237
2021-11-09,36.76,37.199,36.45,36.7,7130040
2021-11-10,35.9,36.11,33.7501,34.49,14707521
2021-11-11,34.82,34.84,34.04,34.17,6037956
2021-11-12,34.645,35.9,34.59,35.21,8727757
2021-11-15,35.5,35.61,34.23,34.96,6219582
2021-11-16,34.37,34.44,32.87,33.87,8929807
2021-11-17,33.8,33.98,32.81,32.88,6763787
2021-11-18,32.9,32.93,30.41,30.53,12654119
2021-11-19,30.3,30.8,28.8,28.99,14289543
2021-11-22,29,29.36,27.44,27.84,12690388
2021-11-23,27.6,28.3001,26.57,27.65,8654347
2021-11-24,27.54,28.54,27.51,27.98,5980076
2021-11-26,27.075,29.22,27.05,27.92,5503000
2021-11-29,28.095,28.29,25.75,27.07,15203897
2021-11-30,26.6949,27.56,25.81,25.94,22291032
2021-12-01,26.35,26.39,23.89,23.93,37653088
2021-12-02,23.96,24.29,23.34,24.2,14035688
2021-12-03,23.92,24.06,21.5,21.55,16825218
2021-12-06,21.34,22.05,20.58,21.9,12053688
2021-12-07,22.65,23.33,22.02,22.73,11058383
2021-12-08,23,23.74,21.76,23.72,15159432
2021-12-09,23.27,23.48,21.7,21.91,14155120
2021-12-10,21.78,21.81,19.82,20.13,22116637
2021-12-13,19.7,20.2,18.86,19.7,18086872
2021-12-14,19.155,19.56,18.42,19.13,21065868
2021-12-15,19,19.8,17.89,19.5,22439347
2021-12-16,19.24,19.89,17.71,18.14,20919960
2021-12-17,17.88,19.37,17.075,19.1,20788720
2021-12-20,18.27,18.93,17.59,18.03,13652145
2021-12-21,18.1048,19.03,17.98,18.93,10885189
2021-12-22,18.64,18.88,18.04,18.38,16627760
2021-12-23,18.31,19.25,17.89,18.9,13067516
2021-12-27,18.83,18.85,18.21,18.44,12360220
2021-12-28,18.1535,18.53,17.4,17.45,15814896
2021-12-29,17.45,17.67,16.68,17.11,12534757
2021-12-30,17.18,18.72,17.14,18.2,16128456
2021-12-31,18.12,18.76,17.72,17.76,10931131
2022-01-03,18.05,18.9396,17.91,18.44,16128983
2022-01-04,18.39,18.45,16.84,17.4,28170145
2022-01-05,17.3,17.5,15.77,15.98,30878596
2022-01-06,15.8,16.05,14.8,15.58,50293158
2022-01-07,15.62,16.48,15.52,15.89,23053667
2022-01-10,15.35,16,14.75,15.61,22173436
2022-01-11,15.525,16.82,15.33,16.41,20145318
2022-01-12,16.63,17.21,16.06,16.25,15831365
2022-01-13,16.26,16.39,15.26,15.3,16354458
2022-01-14,15.09,15.73,14.73,15.17,16689711
2022-01-18,14.9,14.96,14.26,14.4,15746277
2022-01-19,14.46,14.65,13.84,13.89,15014166
2022-01-20,14.1,14.84,13.65,13.69,20377477
2022-01-21,13.47,13.68,12.7734,12.98,23868759
2022-01-24,12.25,13.16,11.15,13.12,36969492
2022-01-25,12.87,13.47,12.705,13.05,18463047
2022-01-26,13.35,13.58,12.34,12.41,22797230
2022-01-27,12.655,12.655,11.4,11.61,39144259
2022-01-28,9.97,12.86,9.94,12.73,69488935
2022-01-31,12.6385,14.54,11.85,14.15,52585171
2022-02-01,14.29,14.74,13.41,14.65,29358452
2022-02-02,14.59,14.85,13.54,14.02,24362532
2022-02-03,13.41,14.68,13.24,14.15,22621592
2022-02-04,14.16,15.33,13.77,15.18,23091534
2022-02-07,15.06,15.24,13.77,13.91,24001215
2022-02-08,13.82,13.8213,12.93,13.38,25121068
2022-02-09,13.5941,14.28,13.22,13.91,23897045
2022-02-10,13.38,14.7,13.32,13.52,27800941
2022-02-11,13.6112,14.19,13.07,13.32,17639072
2022-02-14,13.105,13.87,12.97,13.35,21779456
2022-02-15,13.68,13.77,13.31,13.67,17184968
2022-02-16,13.52,14.06,13.28,13.51,16271191
2022-02-17,13.35,13.49,12.15,12.25,23159167
2022-02-18,12.35,12.4399,11.64,11.81,19269403
2022-02-22,11.47,11.74,10.98,11.31,22042980
2022-02-23,11.37,11.5989,10.83,10.86,16146097
2022-02-24,10,11.65,9.93,11.51,31330210
2022-02-25,11.54,11.7,10.91,11.61,15928389
2022-02-28,11.495,12.095,11.31,12.01,17105354
2022-03-01,12.01,12.26,11.51,11.77,12587284
2022-03-02,11.763,11.77,11.075,11.49,11838730
2022-03-03,11.52,11.83,11.11,11.38,14725911
2022-03-04,11.19,11.6727,10.85,10.96,18233579
2022-03-07,11.04,12.03,11.04,11.42,26532039
2022-03-08,11.26,12.07,11.01,11.75,16700256
2022-03-09,11.99,12.47,11.9,12.42,18056459
2022-03-10,12.03,12.11,11.61,12.05,15593357
2022-03-11,12.44,12.46,11.01,11.02,21050120
2022-03-14,10.91,11.14,10.4,10.65,17131252
2022-03-15,10.53,11.12,10.2,11.04,16286648
2022-03-16,11.25,12.85,11.19,12.78,35061550
2022-03-17,12.63,13.71,12.455,13.39,27387013
2022-03-18,13.33,13.95,13.21,13.44,25838103
2022-03-21,13.29,13.3,12.5147,13.05,23467395
2022-03-22,13.18,13.857,12.89,13.42,22472718
2022-03-23,13.26,13.34,12.72,13.08,15530558
2022-03-24,13.02,13.245,12.61,12.96,10404281
2022-03-25,12.88,12.98,12.26,12.39,11156887
2022-03-28,12.46,13.02,12.275,12.81,12380208
2022-03-29,13.19,16.49,13.15,15.91,101513589
2022-03-30,15.58,15.66,14.4,14.56,36848463
2022-03-31,14.62,14.64,13.49,13.51,26911112
2022-04-01,13.54,13.75,13.23,13.5,19581990
2022-04-04,13.5,13.93,13.37,13.83,12972273
2022-04-05,13.8,13.95,12.91,13.03,13238525
2022-04-06,12.77,12.89,12.04,12.51,15547794
2022-04-07,12.41,12.66,11.56,12.07,14671662
2022-04-08,11.46,11.69,11.06,11.24,25046542
2022-04-11,11.02,11.51,10.84,11.35,14568299
2022-04-12,11.66,12.08,11.355,11.43,13906405
2022-04-13,11.32,11.93,11.25,11.89,9031765
2022-04-14,11.78,11.89,11.305,11.38,12083941
2022-04-18,11.285,11.39,10.9,10.99,11319980
2022-04-19,10.98,11.635,10.83,11.56,13253461
2022-04-20,11.55,11.56,10.68,10.71,15342371
2022-04-21,10.869,11.11,10.2,10.44,14642011
2022-04-22,10.4,10.66,10.15,10.26,13172512
2022-04-25,10.15,10.45,9.975,10.39,13322012
2022-04-26,10.33,10.505,9.85,10,14430940
2022-04-27,9.595,10.04,9.38,9.51,18996438
2022-04-28,9.6,10.2,9.2601,10.09,26970218
2022-04-29,9.05,10.79,9,9.805,32541441
2022-05-02,9.76,10.49,9.52,10.48,22709522
2022-05-03,10.12,10.51,9.64,10.1,27084033
2022-05-04,10.09,10.92,9.853,10.9,26056568
2022-05-05,10.85,10.965,10.365,10.61,17641309
2022-05-06,10.5,10.67,9.91,10.12,15359704
2022-05-09,9.86,10.24,9.39,9.5,18935672
2022-05-10,9.635,9.935,8.915,9.27,22732726
2022-05-11,8.98,9.37,8.01,8.15,31547653
2022-05-12,7.902,8.83,7.71,8.56,32064204
2022-05-13,10.54,10.855,9.84,10.69,48560109
2022-05-16,10.64,10.64,9.945,10.11,20918850
2022-05-17,10.35,10.55,9.5,10.06,21824173
2022-05-18,9.9,10.45,9.675,9.73,16585309
2022-05-19,9.74,10.45,9.625,10.21,15708480
2022-05-20,10.35,10.55,9.5707,10.08,12809194
2022-05-23,9.99,10.115,9.55,10.06,14168632
2022-05-24,9.89,9.92,8.97,9.11,12972025
2022-05-25,9.07,9.37,8.97,9.23,11818549
2022-05-26,9.12,9.535,9.06,9.28,10712865
2022-05-27,9.35,10.42,9.275,10.38,17019175
2022-05-31,10.26,10.55,9.99,10.06,24393248
2022-06-01,9.96,10.005,9.22,9.37,21328627
2022-06-02,9.29,9.715,9.15,9.7,13422649
2022-06-03,9.38,9.45,9.05,9.17,13193820
2022-06-06,9.26,9.8,9.05,9.11,24087682
2022-06-07,8.73,8.795,8.25,8.72,31787732
2022-06-08,8.66,8.93,8.23,8.38,32988704
2022-06-09,8.29,8.43,8,8.03,19896545
2022-06-10,7.74,8.12,7.61,7.81,21966950
2022-06-13,7.3,7.475,7.02,7.23,27700924
2022-06-14,7.24,7.48,7.1,7.23,16209797
2022-06-15,7.04,7.21,6.87,7.05,32870960
2022-06-16,6.94,7.14,6.81,6.89,21709324
2022-06-17,6.84,7.22,6.84,7.19,18196681
2022-06-21,7.35,8.02,7.35,7.55,19619915
2022-06-22,7.3,7.73,7.28,7.49,15393814
2022-06-23,7.75,8.07,7.61,7.98,16915781
2022-06-24,8.08,8.38,7.84,8,60504156
2022-06-27,8.122,9.72,7.82,9.12,73442383
2022-06-28,9.06,9.3,8.77,8.865,34601288
2022-06-29,8.52,8.815,8.44,8.47,12722088
2022-06-30,8.43,8.51,8.06,8.22,13039411
2022-07-01,8.22,8.395,8.02,8.18,10408952
2022-07-05,8.02,8.44,7.78,8.4,12885339
2022-07-06,8.44,8.8,8.26,8.63,14051328
2022-07-07,8.62,9.02,8.485,9.02,12394425
2022-07-08,8.85,9.25,8.76,9,9873567
2022-07-11,8.86,8.94,8.29,8.34,10191393
2022-07-12,8.36,8.52,8.1,8.4,11153516
2022-07-13,8.2,8.47,8.08,8.36,8250618
2022-07-14,8.29,8.35,8.05,8.24,8006959
2022-07-15,8.3,8.42,8.1,8.41,10206055
2022-07-18,8.63,8.84,8.555,8.62,9070927
2022-07-19,8.73,9.07,8.7,9.03,10444009
2022-07-20,9.03,9.44,8.96,9.41,10889274
2022-07-21,9.34,9.5,9.2,9.41,7446578
2022-07-22,9.45,9.5,8.94,9.08,8296321
2022-07-25,9.03,9.03,8.74,8.89,5470127
2022-07-26,8.71,8.73,8.37,8.43,7255431
2022-07-27,8.63,8.93,8.49,8.9,6037011
2022-07-28,8.89,9.175,8.575,9.11,7384838
2022-07-29,9.01,9.15,8.91,9.05,7679156
2022-08-01,8.94,9.04,8.7119,9.04,9478573
2022-08-02,8.81,9.33,8.79,9.23,11339195
2022-08-03,9.4,10.76,9.4,10.31,37485669
2022-08-04,10.97,11.35,10.26,10.88,27870330
2022-08-05,10.42,10.615,9.94,10.4,17288096
2022-08-08,10.52,10.905,10.28,10.68,13033183
2022-08-09,10.47,10.51,10,10.1,8266029
2022-08-10,10.51,10.66,10.16,10.58,11168657
2022-08-11,11.01,11.295,10.51,10.51,14229972
2022-08-12,10.65,10.93,10.43,10.93,7333567
2022-08-15,10.79,11.19,10.79,11.01,7086896
2022-08-16,11.025,11.59,10.62,10.9,20413432
2022-08-17,10.75,10.815,10.31,10.42,9287033
2022-08-18,10.33,10.42,9.94,10.17,9525442
2022-08-19,9.85,9.88,9.19,9.26,13783771
2022-08-22,8.97,9.265,8.89,9.04,8228130
2022-08-23,9.04,9.335,8.935,9.18,6071578
2022-08-24,9.2,9.49,9.1575,9.32,5350261
2022-08-25,9.43,9.83,9.34,9.81,6123473
2022-08-26,9.87,9.97,9.21,9.38,7071945
2022-08-29,9.26,9.59,9.2176,9.38,5129067
2022-08-30,9.5,9.64,9.29,9.47,5410746
2022-08-31,9.51,9.685,9.41,9.55,7247367
2022-09-01,9.4,9.63,8.99,9.63,8310973
2022-09-02,9.82,9.85,9.27,9.45,7305020
2022-09-06,9.53,9.74,9.35,9.57,13242167
2022-09-07,9.62,9.92,9.45,9.85,9342625
2022-09-08,9.62,10.11,9.53,10.1,11116372
2022-09-09,10.41,10.93,10.29,10.6,15669117
2022-09-12,10.76,11.28,10.56,11.01,14394720
2022-09-13,10.52,10.915,10.32,10.41,15029375
2022-09-14,10.41,10.905,10.275,10.78,17007422
2022-09-15,10.65,11.625,10.65,11.25,18488632
2022-09-16,10.91,11.03,10.2,10.25,46281791
2022-09-19,9.98,10.295,9.76,10.26,10074700
2022-09-20,10.16,10.26,9.9,9.94,5799744
2022-09-21,10.01,10.52,9.85,9.92,8110947
2022-09-22,10.62,11.1,9.6,9.65,28957581
2022-09-23,9.485,9.58,9.165,9.44,10079631
2022-09-26,9.42,9.74,9.24,9.24,7810508
2022-09-27,9.455,9.79,9.37,9.61,8530033
2022-09-28,9.545,10.15,9.54,10.01,9015841
2022-09-29,9.8,9.9,9.56,9.77,5566412
2022-09-30,9.74,10.4787,9.67,10.1,7938444
2022-10-03,10.02,10.19,9.71,10.1,8883110
2022-10-04,10.4,10.96,10.39,10.82,10021897
2022-10-05,10.65,10.97,10.515,10.76,5980688
2022-10-06,10.76,11.18,10.7,11.17,7227794
2022-10-07,10.91,11.17,10.65,10.8,6673666
2022-10-10,10.818,10.84,10.395,10.52,4699864
2022-10-11,10.44,10.64,9.845,10.44,6979403
2022-10-12,10.44,10.675,10.13,10.66,5629992
2022-10-13,10.175,10.94,9.95,10.63,8549732
2022-10-14,10.8,11.02,9.885,9.89,5715752
2022-10-17,10.33,10.58,10.11,10.21,7054061
2022-10-18,10.63,10.79,10.31,10.44,6890375
2022-10-19,10.3,10.4,9.905,10.11,5774051
2022-10-20,10.08,10.48,9.82,9.83,7947942
2022-10-21,9.77,10.15,9.54,10.14,8035214
2022-10-24,10.15,10.24,9.7,10.21,5482049
2022-10-25,10.22,10.91,10.22,10.83,7570118
2022-10-26,10.8,11.5,10.75,11.08,8246803
2022-10-27,11.12,11.49,11.02,11.16,6803058
2022-10-28,11.1,11.57,11.02,11.5,9593253
2022-10-31,11.45,12.36,11.355,11.68,12545251
2022-11-01,12.02,12.16,11.625,11.92,8745142
2022-11-02,11.88,12.015,11.32,11.4,14620355
2022-11-03,11.85,12.76,11.5,12.33,22831723
2022-11-04,12.47,12.59,11.82,12.28,10887043
2022-11-07,12.4,12.54,11.87,12.03,12563825
2022-11-08,11.7238,11.7238,9.6,9.74,42934999
2022-11-09,9.575,9.635,8.29,8.4,37581003
2022-11-10,9.21,9.41,8.735,9.27,26896914
2022-11-11,8.85,10.54,8.575,10.47,31084373
2022-11-14,10,10.28,9.54,9.56,17382940
2022-11-15,9.91,10.4,9.721,10.15,16877166
2022-11-16,9.84,10.0212,9.27,9.32,13759631
2022-11-17,9.13,9.5706,9.03,9.47,10392629
2022-11-18,9.55,9.6,9.1,9.19,8570737
