Date,Open,High,Low,Close,Volume
2015-05-20,21.8474,21.9004,21.4986,21.8404,164557.63379036
2015-05-21,21.8324,22.0124,21.6395,21.7724,192616.65461527
2015-05-22,21.7724,21.9824,21.5055,21.9424,229303.06404521
2015-05-26,21.9354,22.0193,21.6035,21.8864,229579.17249315
2015-05-27,21.9354,22.0543,21.6705,21.6935,280022.98545932
2015-05-28,21.6035,21.7654,21.2766,21.6865,183458.05736584
2015-05-29,21.6325,21.6325,21.1877,21.4336,354616.28369052
2015-06-01,21.2626,21.2696,20.0831,20.7598,1001390.3190485
2015-06-02,20.453,20.8628,20.453,20.6639,674773.03260727
2015-06-03,20.7508,21.1647,20.7508,21.0867,336135.02475158
2015-06-04,21.0487,21.1267,20.8898,21.0867,210549.69823005
2015-06-05,21.1957,21.5915,20.7848,21.5245,318370.04714859
2015-06-08,21.4676,21.5475,20.9378,21.1957,268410.42435923
2015-06-09,21.2197,21.3736,20.8688,21.2856,332670.66404434
2015-06-10,21.3486,21.3486,20.9638,21.0697,311850.48644137
2015-06-11,20.9568,21.5075,20.9198,21.3306,211957.25107876
2015-06-12,21.2197,21.3146,21.0167,21.2566,216171.90648148
2015-06-15,21.0697,21.6005,20.8318,21.5555,597629.73280438
2015-06-16,21.5405,21.5655,21.2197,21.2566,308321.10019386
2015-06-17,21.3086,21.5016,20.9118,20.9118,281803.68486992
2015-06-18,21.5555,22.6161,21.3806,22.0863,902734.56973697
2015-06-19,22.1593,22.5771,22.0693,22.4722,377704.35205968
2015-06-22,22.5691,23.0559,22.3542,22.811,300285.94420179
2015-06-23,22.811,22.811,22.5411,22.7131,211255.97563672
2015-06-24,22.6681,22.7561,22.2633,22.4982,161796.54931101
2015-06-25,22.5172,22.6431,22.0693,22.6081,254344.89980139
2015-06-26,22.6741,23.7327,22.5641,23.6217,795988.64282235
2015-06-29,23.7517,23.7597,22.5411,22.7281,489807.38309999
2015-06-30,22.973,23.019,22.5771,22.906,395629.39253104
2015-07-01,23.0989,23.2189,22.5841,22.6821,375963.66836618
2015-07-02,23.1459,23.3538,22.5481,22.981,232381.27308252
2015-07-06,22.7631,23.1839,22.6351,22.854,190324.75441883
2015-07-07,22.997,23.1459,22.4362,23.0329,275778.31826879
2015-07-08,22.787,23.019,22.5481,22.7501,176127.17799458
2015-07-09,22.989,23.1459,22.7561,22.87,169696.6522579
2015-07-10,23.0729,23.4508,23.0399,23.4048,313949.31080285
2015-07-13,23.5268,23.7847,23.5268,23.7737,248856.74420222
2015-07-14,23.8926,24.5104,23.7737,24.3704,410272.14380793
2015-07-15,24.3404,24.4754,23.7597,24.2645,293721.36581284
2015-07-16,24.4594,24.5104,24.0945,24.3474,226755.06325938
2015-07-17,24.3704,24.5414,24.1815,24.5054,193133.85775868
2015-07-20,24.4974,24.6323,24.1475,24.5643,272427.00196234
2015-07-21,24.4514,24.4664,23.7267,23.8106,401409.66286498
2015-07-22,23.8176,24.3844,23.7647,24.1385,336182.04321917
2015-07-23,24.1475,24.5334,23.9806,24.0476,347433.46247251
2015-07-24,24.0116,24.2215,22.997,23.1839,359890.35520325
2015-07-27,22.811,23.1979,22.6351,22.958,195818.91237556
